id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0
DG99-3284,Nespresso Citiz Platinium Titanium — 110.700 puntos,Nespresso Citiz Platinium Titanium,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Nespresso/DG99-3284/DG99-3284,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34648067&catalogid=132097&languageid=es_ar&imagetype=master1,Nespresso,Coffee Break,110.700 puntos
DG99-3286,Nespresso Citiz and Milk Black — 130.000 puntos,Nespresso Citiz and Milk Black,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Nespresso/DG99-3286/DG99-3286,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34648579&catalogid=132097&languageid=es_ar&imagetype=master1,Nespresso,Coffee Break,130.000 puntos
DG99-3287,Nespresso Lattissima One Black — 142.600 puntos,Nespresso Lattissima One Black,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Nespresso/DG99-3287/DG99-3287,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34648835&catalogid=132097&languageid=es_ar&imagetype=master1,Nespresso,Coffee Break,142.600 puntos
DG99-3288,Nespresso Lattissima One White — 142.600 puntos,Nespresso Lattissima One White,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Nespresso/DG99-3288/DG99-3288,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34649091&catalogid=132097&languageid=es_ar&imagetype=master1,Nespresso,Coffee Break,142.600 puntos
DG99-3293,Nespresso Gran Lattissima Black — 197.400 puntos,Nespresso Gran Lattissima Black,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Nespresso/DG99-3293/DG99-3293,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34650371&catalogid=132097&languageid=es_ar&imagetype=master1,Nespresso,Coffee Break,197.400 puntos
DG99-3219,Gadnic Pistola Masajeadora — 10.000 puntos,Gadnic Pistola Masajeadora,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Gadnic/DG99-3219/DG99-3219,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34443523&catalogid=132097&languageid=es_ar&imagetype=master1,Gadnic,Cuidado Personal y Bienestar,10.000 puntos
DG99-3220,Remington Secador de pelo — 13.800 puntos,Remington Secador de pelo,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Remington/DG99-3220/DG99-3220,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34573315&catalogid=132097&languageid=es_ar&imagetype=master1,Remington,Cuidado Personal y Bienestar,13.800 puntos
DG99-3221,Philips One Blade — 15.300 puntos,Philips One Blade,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3221/DG99-3221,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34573571&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,Cuidado Personal y Bienestar,15.300 puntos
DG99-3204,Remington Secador de pelo — 22.000 puntos,Remington Secador de pelo,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Remington/DG99-3204/DG99-3204,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34436099&catalogid=132097&languageid=es_ar&imagetype=master1,Remington,Cuidado Personal y Bienestar,22.000 puntos
DG99-3198,Remington Planchita de pelo — 27.300 puntos,Remington Planchita de pelo,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Remington/DG99-3198/DG99-3198,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34430467&catalogid=132097&languageid=es_ar&imagetype=master1,Remington,Cuidado Personal y Bienestar,27.300 puntos
DG99-3146,Philips Vaporizador — 30.400 puntos,Philips Vaporizador,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3146/DG99-3146,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34292483&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,Cuidado Personal y Bienestar,30.400 puntos
DG99-3104,Gama Secador de pelo — 65.500 puntos,Gama Secador de pelo,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Gama/DG99-3104/DG99-3104,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34282499&catalogid=132097&languageid=es_ar&imagetype=master1,Gama,Cuidado Personal y Bienestar,65.500 puntos
DG99-3102,Remington Estirilizador 2 en 1 AirVive — 67.200 puntos,Remington Estirilizador 2 en 1 AirVive,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Remington/DG99-3102/DG99-3102,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34281987&catalogid=132097&languageid=es_ar&imagetype=master1,Remington,Cuidado Personal y Bienestar,67.200 puntos
DG99-3103,GA.MA Modelador 8 en 1 — 93.200 puntos,GA.MA Modelador 8 en 1,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/GA.MA/DG99-3103/DG99-3103,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34282243&catalogid=132097&languageid=es_ar&imagetype=master1,GA.MA,Cuidado Personal y Bienestar,93.200 puntos
DG99-3150,Oregon Toalla y toallón 570 grs. — 14.800 puntos,Oregon Toalla y toallón 570 grs.,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Oregon/DG99-3150/DG99-3150,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34293507&catalogid=132097&languageid=es_ar&imagetype=master1,Oregon,Hogar,14.800 puntos
DG99-3232,Black & Decker Aspiradora de mano — 21.000 puntos,Black & Decker Aspiradora de mano,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3232/DG99-3232,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34607107&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Hogar,21.000 puntos
DG99-3212,Black & Decker Plancha a vapor — 22.600 puntos,Black & Decker Plancha a vapor,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3212/DG99-3212,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34441731&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Hogar,22.600 puntos
DG99-3256,Black & Decker Aspiradora — 36.800 puntos,Black & Decker Aspiradora,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3256/DG99-3256,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34668803&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Hogar,36.800 puntos
DG99-3263,Black & Decker Aspiradora 2en1 — 53.600 puntos,Black & Decker Aspiradora 2en1,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3263/DG99-3263,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34670595&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Hogar,53.600 puntos
DG99-3278,Peabody Aspiradora Robot — 101.000 puntos,Peabody Aspiradora Robot,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Peabody/DG99-3278/DG99-3278,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34646531&catalogid=132097&languageid=es_ar&imagetype=master1,Peabody,Hogar,101.000 puntos
DG99-3183, — 75.100 puntos,,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Smart-tek/DG99-3183/DG99-3183,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34424067&catalogid=132097&languageid=es_ar&imagetype=master1,,Hogar,75.100 puntos
DG99-3195, — 28.300 puntos,,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Polarbox/DG99-3195/DG99-3195,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34429699&catalogid=132097&languageid=es_ar&imagetype=master1,,Hogar,28.300 puntos
DG99-3197, — 27.700 puntos,,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Polarbox/DG99-3197/DG99-3197,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34430211&catalogid=132097&languageid=es_ar&imagetype=master1,,Hogar,27.700 puntos
DG99-3200, — 25.600 puntos,,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Peabody/DG99-3200/DG99-3200,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34430979&catalogid=132097&languageid=es_ar&imagetype=master1,,Hogar,25.600 puntos
DG99-3262,Delsey Valija de cabina — 49.500 puntos,Delsey Valija de cabina,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Delsey/DG99-3262/DG99-3262,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34670339&catalogid=132097&languageid=es_ar&imagetype=master1,Delsey,Outdoor,49.500 puntos
DG99-3218,Smart Life Exprimidor de cítricos — 11.400 puntos,Smart Life Exprimidor de cítricos,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Smart-Life/DG99-3218/DG99-3218,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34443267&catalogid=132097&languageid=es_ar&imagetype=master1,Smart Life,Pequeños Electro,11.400 puntos
DG99-3224,Smart Life Mixer — 16.700 puntos,Smart Life Mixer,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Smart-Life/DG99-3224/DG99-3224,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34605059&catalogid=132097&languageid=es_ar&imagetype=master1,Smart Life,Pequeños Electro,16.700 puntos
DG99-3227,Black & Decker Plancha a vapor — 19.400 puntos,Black & Decker Plancha a vapor,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3227/DG99-3227,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34605827&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,19.400 puntos
DG99-3213,Black & Decker Sandwichera — 19.500 puntos,Black & Decker Sandwichera,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3213/DG99-3213,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34441987&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,19.500 puntos
DG99-3214,Black & Decker Tostadora — 19.500 puntos,Black & Decker Tostadora,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3214/DG99-3214,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34442243&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,19.500 puntos
DG99-3231,Oster Mini chopper — 20.800 puntos,Oster Mini chopper,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Oster/DG99-3231/DG99-3231,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34606851&catalogid=132097&languageid=es_ar&imagetype=master1,Oster,Pequeños Electro,20.800 puntos
DG99-3233,Oster Pava eléctrica — 21.800 puntos,Oster Pava eléctrica,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Oster/DG99-3233/DG99-3233,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34607363&catalogid=132097&languageid=es_ar&imagetype=master1,Oster,Pequeños Electro,21.800 puntos
DG99-3203,Black & Decker Sartén eléctrica — 23.000 puntos,Black & Decker Sartén eléctrica,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3203/DG99-3203,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34435843&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,23.000 puntos
DG99-3235,SmartLife Tostadora — 24.200 puntos,SmartLife Tostadora,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/SmartLife/DG99-3235/DG99-3235,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34607875&catalogid=132097&languageid=es_ar&imagetype=master1,SmartLife,Pequeños Electro,24.200 puntos
DG99-3208,Black & Decker Batidora de mano — 27.200 puntos,Black & Decker Batidora de mano,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3208/DG99-3208,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34440707&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,27.200 puntos
DG99-3239,Black & Decker Mixer 3 en 1 — 27.200 puntos,Black & Decker Mixer 3 en 1,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3239/DG99-3239,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34591491&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,27.200 puntos
DG99-3196,"Black & Decker Olla multifuncion 6,5l — 28.100 puntos","Black & Decker Olla multifuncion 6,5l",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3196/DG99-3196,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34429955&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,28.100 puntos
DG99-3242,Black & Decker Licuadora — 30.600 puntos,Black & Decker Licuadora,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3242/DG99-3242,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34592259&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,30.600 puntos
DG99-3246,Black & Decker Freidora de aire 4L — 32.000 puntos,Black & Decker Freidora de aire 4L,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3246/DG99-3246,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34666243&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,32.000 puntos
DG99-3247,Kitchenaid Miniprocesador de alimentos — 32.300 puntos,Kitchenaid Miniprocesador de alimentos,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Kitchenaid/DG99-3247/DG99-3247,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34666499&catalogid=132097&languageid=es_ar&imagetype=master1,Kitchenaid,Pequeños Electro,32.300 puntos
DG99-3249,Black & Decker Procesadora — 33.800 puntos,Black & Decker Procesadora,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3249/DG99-3249,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34667011&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,33.800 puntos
DG99-3250,Oster Mixer Kit — 34.000 puntos,Oster Mixer Kit,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Oster/DG99-3250/DG99-3250,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34667267&catalogid=132097&languageid=es_ar&imagetype=master1,Oster,Pequeños Electro,34.000 puntos
DG99-3191,Peabody Batidora de mesa — 34.100 puntos,Peabody Batidora de mesa,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Peabody/DG99-3191/DG99-3191,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34428675&catalogid=132097&languageid=es_ar&imagetype=master1,Peabody,Pequeños Electro,34.100 puntos
DG99-3193,Black & Decker Procesadora — 41.200 puntos,Black & Decker Procesadora,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3193/DG99-3193,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34429187&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,41.200 puntos
DG99-3260,Black & Decker Licuadora — 41.600 puntos,Black & Decker Licuadora,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3260/DG99-3260,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34669827&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,41.600 puntos
DG99-3261,Black & Decker Licuadora Performance — 45.000 puntos,Black & Decker Licuadora Performance,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3261/DG99-3261,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34670083&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,45.000 puntos
DG99-3187,Black & Decker Freidora de aire 9L — 56.300 puntos,Black & Decker Freidora de aire 9L,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Black-Decker/DG99-3187/DG99-3187,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34427651&catalogid=132097&languageid=es_ar&imagetype=master1,Black & Decker,Pequeños Electro,56.300 puntos
DG99-3290,Kitchenaid Batidora — 152.200 puntos,Kitchenaid Batidora,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Kitchenaid/DG99-3290/DG99-3290,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34649603&catalogid=132097&languageid=es_ar&imagetype=master1,Kitchenaid,Pequeños Electro,152.200 puntos
DG99-3194,Philips Parlante — 33.600 puntos,Philips Parlante,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3194/DG99-3194,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34429443&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,TV y Audio,33.600 puntos
DG99-3252,JBL Auriculares Tune Buds — 34.500 puntos,JBL Auriculares Tune Buds,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/JBL/DG99-3252/DG99-3252,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34667779&catalogid=132097&languageid=es_ar&imagetype=master1,JBL,TV y Audio,34.500 puntos
DG99-3264,Philips Torre de sonido — 53.800 puntos,Philips Torre de sonido,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3264/DG99-3264,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34670851&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,TV y Audio,53.800 puntos
DG99-3186,Sony Parlante — 56.300 puntos,Sony Parlante,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Sony/DG99-3186/DG99-3186,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34424835&catalogid=132097&languageid=es_ar&imagetype=master1,Sony,TV y Audio,56.300 puntos
DG99-3269,JBL Auriculares JBL Tune Flex — 63.200 puntos,JBL Auriculares JBL Tune Flex,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/JBL/DG99-3269/DG99-3269,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34672131&catalogid=132097&languageid=es_ar&imagetype=master1,JBL,TV y Audio,63.200 puntos
DG99-3139,Harman Kardon Parlante — 73.600 puntos,Harman Kardon Parlante,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Harman-Kardon/DG99-3139/DG99-3139,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34280451&catalogid=132097&languageid=es_ar&imagetype=master1,Harman Kardon,TV y Audio,73.600 puntos
DG99-3181,Sony Parlante — 90.500 puntos,Sony Parlante,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Sony/DG99-3181/DG99-3181,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34423555&catalogid=132097&languageid=es_ar&imagetype=master1,Sony,TV y Audio,90.500 puntos
DG99-3280,JBL Parlante — 101.500 puntos,JBL Parlante,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/JBL/DG99-3280/DG99-3280,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34647043&catalogid=132097&languageid=es_ar&imagetype=master1,JBL,TV y Audio,101.500 puntos
DG99-3180,Samsung Auriculares Galaxy Buds3 Pro — 109.300 puntos,Samsung Auriculares Galaxy Buds3 Pro,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3180/DG99-3180,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34423299&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,TV y Audio,109.300 puntos
DG99-3140,Philips Parlante — 139.400 puntos,Philips Parlante,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3140/DG99-3140,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34280707&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,TV y Audio,139.400 puntos
DG99-3179,"Samsung Smart TV 43"" Crystal UHD 4K — 144.700 puntos","Samsung Smart TV 43"" Crystal UHD 4K",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3179/DG99-3179,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34423043&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,TV y Audio,144.700 puntos
DG99-3289,"Samsung Smart TV 50"" Crystal UHD 4K — 150.800 puntos","Samsung Smart TV 50"" Crystal UHD 4K",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3289/DG99-3289,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34649347&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,TV y Audio,150.800 puntos
DG99-3177,"Philips Smart TV 4K 50"" — 160.200 puntos","Philips Smart TV 4K 50""",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3177/DG99-3177,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34427139&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,TV y Audio,160.200 puntos
DG99-3174,Philips Barra de Sonido — 171.200 puntos,Philips Barra de Sonido,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3174/DG99-3174,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34426371&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,TV y Audio,171.200 puntos
DG99-3173,Samsung Sound Tower — 177.600 puntos,Samsung Sound Tower,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3173/DG99-3173,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34426115&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,TV y Audio,177.600 puntos
DG99-3175,"Philips Smart TV 4K 55"" — 178.100 puntos","Philips Smart TV 4K 55""",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3175/DG99-3175,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34426627&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,TV y Audio,178.100 puntos
DG99-3172,JBL Parlante — 194.700 puntos,JBL Parlante,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/JBL/DG99-3172/DG99-3172,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34425859&catalogid=132097&languageid=es_ar&imagetype=master1,JBL,TV y Audio,194.700 puntos
DG99-3171,"Samsung Smart TV 4K 65"" — 344.000 puntos","Samsung Smart TV 4K 65""",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Samsung/DG99-3171/DG99-3171,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34425603&catalogid=132097&languageid=es_ar&imagetype=master1,Samsung,TV y Audio,344.000 puntos
DG99-3136,JBL Soundbar — 367.200 puntos,JBL Soundbar,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/JBL/DG99-3136/DG99-3136,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34279683&catalogid=132097&languageid=es_ar&imagetype=master1,JBL,TV y Audio,367.200 puntos
DG99-3135,"Philips Smart TV 65"" — 401.200 puntos","Philips Smart TV 65""",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3135/DG99-3135,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34279427&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,TV y Audio,401.200 puntos
DG99-2889,"Philips Smart TV 65"" — 543.400 puntos","Philips Smart TV 65""",in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-2889/DG99-2889,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34070275&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,TV y Audio,543.400 puntos
DG99-3160,Philips Auriculares — 32.400 puntos,Philips Auriculares,in stock,new,1.00 ARS,https://www.americanexpress.com/es-ar/rewards/membership-rewards/award/Philips/DG99-3160/DG99-3160,https://www.americanexpress.com/es-ar/rewards/membership-rewards/getcatalogimage.mtw?productid=34297347&catalogid=132097&languageid=es_ar&imagetype=master1,Philips,Tecno,32.400 puntos
